customer_id,company_name,email,industry,country,plan,segment,mrr,arr,customer_since,is_churned,churned_at,created_at,updated_at
CUST-00023,David PLC,bethwilliams@barnes.org,Manufacturing,Germany,starter,SMB,76.62,919.44,2025-03-17,True,2027-06-12,2025-03-17,2026-06-29T14:45:53.308091
CUST-00024,Donovan-Harris,john62@brewer.com,Legal,United States,business,Mid-Market,666.33,7995.96,2025-09-18,False,,2025-09-18,2026-06-29T14:45:53.308595
CUST-00025,Howell-Hart,jonesjason@anderson-bailey.com,Manufacturing,United Kingdom,business,Mid-Market,1956.83,23481.96,2023-07-13,False,,2023-07-13,2026-06-29T14:45:53.309714
CUST-00026,Mitchell-Kim,cheryl80@montoya.com,E-commerce,Canada,business,Mid-Market,1761.5,21138.0,2024-07-12,False,,2024-07-12,2026-06-29T14:45:53.310805
CUST-00027,Preston Ltd,josephjacobs@cooper.net,Manufacturing,United States,business,Mid-Market,1642.77,19713.24,2024-08-12,False,,2024-08-12,2026-06-29T14:45:53.311789
CUST-00028,Whitehead-Mathis,waltersmaria@smith.com,Real Estate,Germany,business,Mid-Market,1231.91,14782.92,2025-07-26,True,2026-04-27,2025-07-26,2026-06-29T14:45:53.312602
CUST-00029,"Ramos, Thornton and Hoffman",jonesnicole@gardner.org,Fintech,United Kingdom,starter,SMB,45.86,550.32,2024-03-06,False,,2024-03-06,2026-06-29T14:45:53.313472
CUST-00030,Jordan Inc,michael05@fleming.com,Manufacturing,Canada,enterprise,Enterprise,8527.19,102326.28,2025-11-03,False,,2025-11-03,2026-06-29T14:45:53.313990
CUST-00031,"Henson, Russell and Oliver",sarayoung@cherry.biz,Healthcare,Germany,growth,SMB,362.9,4354.8,2024-12-29,False,,2024-12-29,2026-06-29T14:45:53.314937
CUST-00032,Doyle LLC,vpham@adams.com,E-commerce,India,enterprise,Enterprise,9713.9,116566.8,2023-08-06,False,,2023-08-06,2026-06-29T14:45:53.315501
CUST-00033,Garrison and Sons,lisastevens@hoover-savage.com,Real Estate,Singapore,business,Mid-Market,1097.49,13169.88,2025-02-12,False,,2025-02-12,2026-06-29T14:45:53.316299
CUST-00034,"Lee, Murphy and Lin",michael86@zavala.com,Real Estate,United States,enterprise,Enterprise,2967.03,35604.36,2023-08-04,False,,2023-08-04,2026-06-29T14:45:53.317348
CUST-00035,Carpenter LLC,rodriguezryan@hartman.com,SaaS,Australia,growth,SMB,334.38,4012.56,2024-08-07,True,2024-11-14,2024-08-07,2026-06-29T14:45:53.318251
CUST-00036,"Lee, Williams and Graham",michaeljones@mccall.com,E-commerce,Germany,starter,SMB,89.17,1070.04,2025-02-16,True,2027-02-01,2025-02-16,2026-06-29T14:45:53.319421
CUST-00037,"Parker, Ortiz and Powell",angela36@bentley.org,Consulting,South Africa,enterprise,Enterprise,3712.89,44554.68,2024-10-07,True,2026-03-05,2024-10-07,2026-06-29T14:45:53.320438
CUST-00038,Sullivan-Bass,justin69@pena.com,E-commerce,United Kingdom,growth,SMB,412.85,4954.2,2025-11-29,False,,2025-11-29,2026-06-29T14:45:53.321339
CUST-00039,Leon-Moyer,donnacampbell@schultz.com,Marketing,Singapore,starter,SMB,75.13,901.56,2025-08-31,False,,2025-08-31,2026-06-29T14:45:53.322321
CUST-00040,Walker-Gonzalez,williamstracey@atkinson.org,Fintech,United States,starter,SMB,76.14,913.68,2026-05-09,False,,2026-05-09,2026-06-29T14:45:53.323367
CUST-00041,"Horton, Snyder and Sanchez",staffordmichelle@osborne.com,Fintech,Australia,enterprise,Enterprise,7824.71,93896.52,2024-04-26,False,,2024-04-26,2026-06-29T14:45:53.324274
CUST-00042,"Marshall, Grant and Lowery",bryantlaurie@schmidt.info,Marketing,Canada,growth,SMB,175.08,2100.96,2026-06-14,False,,2026-06-14,2026-06-29T14:45:53.325510
CUST-00043,"Mcclain, Simmons and Meadows",vmerritt@cole-walton.com,Fintech,Singapore,business,Mid-Market,1192.94,14315.28,2026-02-04,False,,2026-02-04,2026-06-29T14:45:53.326244
CUST-00044,Sims-Hill,reevesjimmy@flores-fernandez.com,SaaS,United Kingdom,starter,SMB,32.54,390.48,2025-09-15,False,,2025-09-15,2026-06-29T14:45:53.326896
CUST-00045,Reyes and Sons,calebrussell@owens.biz,E-commerce,Netherlands,growth,SMB,165.52,1986.24,2024-02-18,False,,2024-02-18,2026-06-29T14:45:53.327957
CUST-00046,"Smith, Gilmore and Johnston",wsmith@molina-castaneda.biz,Marketing,Germany,starter,SMB,40.52,486.24,2025-12-22,True,2028-04-02,2025-12-22,2026-06-29T14:45:53.328557
CUST-00047,"Navarro, Marsh and Hurst",brobinson@johnson-rogers.biz,Manufacturing,Kenya,enterprise,Enterprise,4280.99,51371.88,2025-10-12,False,,2025-10-12,2026-06-29T14:45:53.329118
CUST-00048,Calhoun-Hooper,meadowsbrittany@johnson.info,SaaS,South Africa,enterprise,Enterprise,3237.37,38848.44,2024-03-11,False,,2024-03-11,2026-06-29T14:45:53.329707
CUST-00049,Green LLC,shawnrogers@ramirez-bean.biz,Consulting,Singapore,starter,SMB,81.36,976.32,2024-04-06,True,2025-10-02,2024-04-06,2026-06-29T14:45:53.330260
CUST-00050,Ruiz Ltd,cookemichael@jones.com,Healthcare,United Kingdom,growth,SMB,121.75,1461.0,2024-07-24,False,,2024-07-24,2026-06-29T14:45:53.330780
CUST-00051,Combs PLC,johnwells@elliott.info,Fintech,South Africa,starter,SMB,76.26,915.12,2024-07-17,False,,2024-07-17,2026-06-29T14:45:53.331153
CUST-00052,Wang-Jackson,stricklandfrank@rodriguez-johnson.com,Fintech,Netherlands,growth,SMB,330.57,3966.84,2026-06-19,True,2028-05-22,2026-06-19,2026-06-29T14:45:53.331744
CUST-00053,"Odonnell, Brooks and David",charlesvaughn@sanchez.org,Real Estate,Australia,business,Mid-Market,1901.06,22812.72,2025-12-09,False,,2025-12-09,2026-06-29T14:45:53.332441
CUST-00054,"Patton, Reed and Patterson",casey50@short-garcia.com,Education,Singapore,business,Mid-Market,1092.68,13112.16,2024-01-03,False,,2024-01-03,2026-06-29T14:45:53.333031
CUST-00055,Zimmerman-Graham,christina87@graham-simon.com,SaaS,Singapore,business,Mid-Market,1892.53,22710.36,2026-03-12,False,,2026-03-12,2026-06-29T14:45:53.333488
CUST-00056,Rivas Inc,nicole37@bishop.com,Education,Canada,starter,SMB,34.13,409.56,2024-11-10,False,,2024-11-10,2026-06-29T14:45:53.333932
CUST-00057,Lewis-Salinas,joshua94@smith.biz,Real Estate,Germany,business,Mid-Market,1820.3,21843.6,2024-04-06,False,,2024-04-06,2026-06-29T14:45:53.334438
CUST-00058,"Chang, Vaughn and Brewer",bwest@phillips.com,Education,South Africa,growth,SMB,274.27,3291.24,2025-07-26,False,,2025-07-26,2026-06-29T14:45:53.334913
CUST-00059,"Perkins, Kennedy and Schmidt",jbarajas@bell-chavez.com,Fintech,Canada,starter,SMB,75.75,909.0,2024-10-16,False,,2024-10-16,2026-06-29T14:45:53.335503
CUST-00060,Martinez and Sons,david82@robinson.com,Manufacturing,Canada,business,Mid-Market,672.14,8065.68,2024-07-23,True,2025-05-27,2024-07-23,2026-06-29T14:45:53.335973
CUST-00061,"Carlson, Hooper and Wall",jeremy24@erickson.com,E-commerce,Kenya,business,Mid-Market,1406.24,16874.88,2025-12-30,False,,2025-12-30,2026-06-29T14:45:53.336728
CUST-00062,Tran Ltd,danamullins@salas.com,SaaS,United Kingdom,business,Mid-Market,1257.11,15085.32,2023-09-07,False,,2023-09-07,2026-06-29T14:45:53.337469
CUST-00063,Alexander-Lopez,kingmichelle@short.info,Real Estate,Canada,enterprise,Enterprise,8633.78,103605.36,2025-06-27,True,2027-05-10,2025-06-27,2026-06-29T14:45:53.338085
CUST-00064,"Soto, Brown and Hernandez",christopher31@duran.com,Marketing,Nigeria,business,Mid-Market,741.37,8896.44,2023-10-22,False,,2023-10-22,2026-06-29T14:45:53.338739
CUST-00065,Hayes-Ramos,ntorres@lynch.com,Healthcare,Nigeria,starter,SMB,36.83,441.96,2025-09-17,False,,2025-09-17,2026-06-29T14:45:53.339142
CUST-00066,"Clark, Guerrero and Moore",andreamoore@hayes-wheeler.com,Healthcare,Netherlands,starter,SMB,87.42,1049.04,2024-05-16,False,,2024-05-16,2026-06-29T14:45:53.339746
CUST-00067,Roberts LLC,ojones@french-weber.com,SaaS,France,growth,SMB,115.73,1388.76,2023-08-18,False,,2023-08-18,2026-06-29T14:45:53.340130
CUST-00068,Stephens Ltd,rebekahserrano@brown.org,Real Estate,Nigeria,growth,SMB,371.83,4461.96,2025-04-19,False,,2025-04-19,2026-06-29T14:45:53.340514
CUST-00069,Gonzales-Harrison,holly48@snyder.biz,E-commerce,Canada,enterprise,Enterprise,9789.7,117476.4,2025-11-29,False,,2025-11-29,2026-06-29T14:45:53.341033
CUST-00070,"Wright, Davis and Hayden",keyemily@johnston-hines.com,Real Estate,Netherlands,growth,SMB,451.57,5418.84,2024-11-10,True,2027-03-11,2024-11-10,2026-06-29T14:45:53.341630
CUST-00071,"Pearson, Moon and White",fwalters@harrison.com,Fintech,Netherlands,growth,SMB,205.72,2468.64,2025-06-28,False,,2025-06-28,2026-06-29T14:45:53.342067
CUST-00072,"Garcia, Martin and Jenkins",zroberts@johnson.com,Legal,France,starter,SMB,89.1,1069.2,2024-11-08,False,,2024-11-08,2026-06-29T14:45:53.342774
CUST-00073,"Bryan, Smith and Booth",mgutierrez@cox.com,E-commerce,United States,business,Mid-Market,1729.8,20757.6,2025-03-17,False,,2025-03-17,2026-06-29T14:45:53.343566
CUST-00074,Dunn-Pennington,fgilmore@johnson.org,Fintech,Germany,growth,SMB,258.39,3100.68,2024-05-10,False,,2024-05-10,2026-06-29T14:45:53.344504
CUST-00075,"Moore, Pierce and Tran",walkermaureen@murray.com,Manufacturing,France,business,Mid-Market,1461.22,17534.64,2024-07-04,False,,2024-07-04,2026-06-29T14:45:53.345569
CUST-00076,"Carter, Thornton and Perry",pbaird@arnold-reyes.org,Healthcare,South Africa,starter,SMB,37.07,444.84,2025-08-11,False,,2025-08-11,2026-06-29T14:45:53.346610
CUST-00077,"Suarez, Shields and Hill",ymorgan@adams.org,Real Estate,India,business,Mid-Market,556.39,6676.68,2025-08-26,False,,2025-08-26,2026-06-29T14:45:53.347697
CUST-00078,"Burns, Hernandez and Ryan",martin86@cantu-kane.com,Fintech,Netherlands,business,Mid-Market,1153.59,13843.08,2025-12-15,False,,2025-12-15,2026-06-29T14:45:53.348610
CUST-00079,Hall-Rowe,floresthomas@hughes-alvarado.com,SaaS,Nigeria,growth,SMB,200.89,2410.68,2025-12-03,False,,2025-12-03,2026-06-29T14:45:53.349178
CUST-00080,Martinez PLC,molly71@lozano.com,Real Estate,South Africa,growth,SMB,244.69,2936.28,2025-08-06,True,2026-07-23,2025-08-06,2026-06-29T14:45:53.349679
CUST-00081,Harrington-Baker,vsantos@villarreal.info,Education,Kenya,starter,SMB,79.38,952.56,2023-10-23,False,,2023-10-23,2026-06-29T14:45:53.350301
CUST-00082,Williamson and Sons,wendy16@hodges.com,Manufacturing,Canada,enterprise,Enterprise,4608.46,55301.52,2025-10-16,False,,2025-10-16,2026-06-29T14:45:53.350675
CUST-00083,Benson Inc,nguyenbrian@brooks-thomas.net,Healthcare,South Africa,growth,SMB,267.18,3206.16,2025-05-18,False,,2025-05-18,2026-06-29T14:45:53.351121
CUST-00084,"Maldonado, White and Thompson",pharvey@durham-thomas.info,Education,Germany,business,Mid-Market,1108.11,13297.32,2025-03-30,False,,2025-03-30,2026-06-29T14:45:53.351629
CUST-00085,Stevens-Estrada,rsantana@moore.org,Real Estate,Singapore,growth,SMB,270.96,3251.52,2026-03-15,False,,2026-03-15,2026-06-29T14:45:53.352154
CUST-00086,"Hayden, Vaughn and Bryant",james67@young.com,Legal,India,enterprise,Enterprise,5536.28,66435.36,2024-10-05,False,,2024-10-05,2026-06-29T14:45:53.352628
CUST-00087,Haney-Phillips,khill@osborne.info,Consulting,France,growth,SMB,362.54,4350.48,2025-12-07,False,,2025-12-07,2026-06-29T14:45:53.353147
CUST-00088,Lawson LLC,danaoliver@campos.com,Education,Australia,starter,SMB,86.29,1035.48,2024-09-15,False,,2024-09-15,2026-06-29T14:45:53.353653
CUST-00089,Berger Ltd,parkerscott@diaz.com,Legal,South Africa,growth,SMB,157.94,1895.28,2026-02-28,True,2028-08-16,2026-02-28,2026-06-29T14:45:53.354198
CUST-00090,Gonzalez PLC,alyssa42@sloan-raymond.com,Consulting,Australia,starter,SMB,60.88,730.56,2025-04-04,False,,2025-04-04,2026-06-29T14:45:53.354564
CUST-00091,Mcdonald Inc,karenperez@ramsey.net,SaaS,United Kingdom,enterprise,Enterprise,5954.02,71448.24,2024-12-06,False,,2024-12-06,2026-06-29T14:45:53.355058
CUST-00092,Gibbs Inc,amanda75@curry.com,Manufacturing,Singapore,enterprise,Enterprise,3749.73,44996.76,2025-01-17,False,,2025-01-17,2026-06-29T14:45:53.355479
CUST-00093,"Hall, Johnson and Henson",rose31@colon.biz,Fintech,Singapore,starter,SMB,68.02,816.24,2023-12-14,False,,2023-12-14,2026-06-29T14:45:53.356042
CUST-00094,Williams Inc,wendy11@clay.biz,Manufacturing,South Africa,growth,SMB,419.57,5034.84,2023-12-27,False,,2023-12-27,2026-06-29T14:45:53.356364
CUST-00095,Santiago-Paul,umatthews@mcclure.com,Consulting,India,business,Mid-Market,1924.06,23088.72,2025-06-02,False,,2025-06-02,2026-06-29T14:45:53.356740
CUST-00096,"Russell, Lynn and Johnson",jeff73@garcia-jennings.net,Healthcare,India,enterprise,Enterprise,8643.55,103722.6,2025-07-28,False,,2025-07-28,2026-06-29T14:45:53.357230
CUST-00097,Brown-Hill,rushmadison@bates.org,Education,Nigeria,enterprise,Enterprise,5599.56,67194.72,2026-03-26,False,,2026-03-26,2026-06-29T14:45:53.357652
CUST-00098,Buchanan and Sons,kristinharris@clark.com,Fintech,India,enterprise,Enterprise,7012.99,84155.88,2023-08-01,False,,2023-08-01,2026-06-29T14:45:53.358134
CUST-00099,"Smith, Garrison and Thomas",amberlindsey@guerrero.com,Manufacturing,United Kingdom,business,Mid-Market,850.74,10208.88,2024-02-13,False,,2024-02-13,2026-06-29T14:45:53.358952
CUST-00100,Tyler-Young,alfred40@harmon.com,Healthcare,India,growth,SMB,159.33,1911.96,2023-07-22,False,,2023-07-22,2026-06-29T14:45:53.359479
CUST-00101,West-Cox,hayesjeffrey@williams.net,Manufacturing,Singapore,growth,SMB,124.69,1496.28,2023-10-05,False,,2023-10-05,2026-06-29T14:45:53.360116
CUST-00102,Schneider-Johnson,bboone@rodriguez.com,Marketing,South Africa,enterprise,Enterprise,2497.13,29965.56,2024-10-09,False,,2024-10-09,2026-06-29T14:45:53.360722
CUST-00103,"Hernandez, Martinez and Weber",oscar98@chavez-jacobs.com,Marketing,Singapore,starter,SMB,88.97,1067.64,2024-11-10,False,,2024-11-10,2026-06-29T14:45:53.361370
CUST-00104,Farrell Ltd,russellbeasley@morgan-chavez.biz,Marketing,Netherlands,starter,SMB,94.99,1139.88,2026-06-23,False,,2026-06-23,2026-06-29T14:45:53.361845
CUST-00105,Simmons-Ortega,stephanie71@decker.biz,Legal,United States,growth,SMB,294.29,3531.48,2023-11-23,False,,2023-11-23,2026-06-29T14:45:53.362220
CUST-00106,"Rodgers, Cain and Hawkins",elizabeth65@pugh.com,Marketing,India,enterprise,Enterprise,4688.04,56256.48,2023-11-26,False,,2023-11-26,2026-06-29T14:45:53.362799
CUST-00107,"Edwards, Garcia and Romero",dianewalker@bell.com,Consulting,Nigeria,growth,SMB,435.2,5222.4,2024-09-17,False,,2024-09-17,2026-06-29T14:45:53.363297
CUST-00108,Andrews-Aguirre,lynchdiane@adams.com,SaaS,United Kingdom,starter,SMB,92.49,1109.88,2023-12-24,False,,2023-12-24,2026-06-29T14:45:53.363875
CUST-00109,Smith-Kane,vjones@bonilla.biz,SaaS,Germany,enterprise,Enterprise,3084.6,37015.2,2024-12-07,False,,2024-12-07,2026-06-29T14:45:53.364416
CUST-00110,Peterson-Wood,kimberly99@ware.com,Real Estate,Netherlands,enterprise,Enterprise,4617.82,55413.84,2025-04-11,False,,2025-04-11,2026-06-29T14:45:53.365171
CUST-00111,Craig LLC,fstanley@ramos.com,Education,United Kingdom,business,Mid-Market,1627.01,19524.12,2026-02-12,False,,2026-02-12,2026-06-29T14:45:53.365756
CUST-00112,Rodriguez-Gregory,trose@walker.com,Real Estate,Australia,enterprise,Enterprise,2154.07,25848.84,2024-12-16,False,,2024-12-16,2026-06-29T14:45:53.366271
CUST-00113,Turner and Sons,kathrynroberts@smith.biz,SaaS,Australia,starter,SMB,83.69,1004.28,2023-07-10,False,,2023-07-10,2026-06-29T14:45:53.366779
CUST-00114,James Ltd,vincentwhitaker@jones-hensley.com,E-commerce,Canada,growth,SMB,434.69,5216.28,2024-03-27,False,,2024-03-27,2026-06-29T14:45:53.367388
CUST-00115,Stevens Inc,barbara96@bowman.com,E-commerce,Singapore,enterprise,Enterprise,7354.67,88256.04,2025-05-06,False,,2025-05-06,2026-06-29T14:45:53.367980
CUST-00116,"Stevens, Norris and Cox",prichard@chapman-warren.biz,Consulting,India,business,Mid-Market,1649.35,19792.2,2024-03-21,False,,2024-03-21,2026-06-29T14:45:53.368811
CUST-00117,"Morgan, Cook and Jackson",schmidtjames@bell-mullen.com,Education,United Kingdom,starter,SMB,83.45,1001.4,2024-10-22,False,,2024-10-22,2026-06-29T14:45:53.369643
CUST-00118,Thomas and Sons,carriewolf@jones.info,Marketing,Netherlands,starter,SMB,94.02,1128.24,2024-06-30,False,,2024-06-30,2026-06-29T14:45:53.370350
CUST-00119,"Cole, Glass and Cunningham",michelle52@jones-ramos.com,E-commerce,United Kingdom,growth,SMB,129.4,1552.8,2025-11-20,False,,2025-11-20,2026-06-29T14:45:53.371087
CUST-00120,"Brown, Romero and Collins",xjohnson@jones-lin.com,Fintech,South Africa,business,Mid-Market,1774.44,21293.28,2024-08-28,False,,2024-08-28,2026-06-29T14:45:53.371752
CUST-00121,"Hunter, Ford and Spencer",colelisa@lopez.com,Real Estate,United Kingdom,starter,SMB,53.3,639.6,2026-02-08,False,,2026-02-08,2026-06-29T14:45:53.372773
CUST-00122,Shepherd LLC,wagnergerald@zimmerman.net,Legal,United Kingdom,business,Mid-Market,517.98,6215.76,2025-05-28,False,,2025-05-28,2026-06-29T14:45:53.373185
CUST-00123,"Moore, Watson and Campbell",rschroeder@williams.com,Legal,India,enterprise,Enterprise,9685.3,116223.6,2025-09-18,False,,2025-09-18,2026-06-29T14:45:53.373900
CUST-00124,"Gregory, Mitchell and Cummings",mathewaguilar@rangel.biz,Education,South Africa,growth,SMB,273.19,3278.28,2023-11-22,False,,2023-11-22,2026-06-29T14:45:53.375599
CUST-00125,"Fletcher, Miller and Hansen",lisa81@santiago.com,Consulting,Germany,enterprise,Enterprise,5717.99,68615.88,2024-01-15,False,,2024-01-15,2026-06-29T14:45:53.377525
CUST-00126,Peterson Group,jeremytaylor@phillips.net,Fintech,Germany,business,Mid-Market,1776.57,21318.84,2024-04-04,False,,2024-04-04,2026-06-29T14:45:53.378437
CUST-00127,"Stephenson, Johnson and Rogers",carlamoore@guerra.com,Consulting,Kenya,enterprise,Enterprise,3949.91,47398.92,2025-10-14,False,,2025-10-14,2026-06-29T14:45:53.379493
CUST-00128,Jenkins Ltd,tarabishop@bowers.info,Real Estate,Canada,enterprise,Enterprise,4690.17,56282.04,2025-05-08,False,,2025-05-08,2026-06-29T14:45:53.380447
CUST-00129,Gregory-Hudson,smurray@shaw-barnes.com,Real Estate,Germany,enterprise,Enterprise,3695.96,44351.52,2024-04-25,False,,2024-04-25,2026-06-29T14:45:53.381247
CUST-00130,"Taylor, Wright and Davidson",angela18@mitchell.com,E-commerce,United Kingdom,business,Mid-Market,1332.69,15992.28,2024-05-04,False,,2024-05-04,2026-06-29T14:45:53.381846
CUST-00131,"Hernandez, Kim and Potts",lisawilkerson@perry.net,E-commerce,India,growth,SMB,387.03,4644.36,2025-05-26,False,,2025-05-26,2026-06-29T14:45:53.382469
CUST-00132,Hughes Inc,jeffrey51@santos.com,SaaS,United Kingdom,enterprise,Enterprise,7166.22,85994.64,2025-01-29,False,,2025-01-29,2026-06-29T14:45:53.382952
CUST-00133,"Guerra, Blake and Harrison",bullockandrew@conley.org,Education,Kenya,business,Mid-Market,831.39,9976.68,2025-07-01,False,,2025-07-01,2026-06-29T14:45:53.383845
CUST-00134,Rodriguez-Roberts,david36@bauer.info,Marketing,India,business,Mid-Market,1208.89,14506.68,2025-09-25,False,,2025-09-25,2026-06-29T14:45:53.384709
CUST-00135,"Smith, Robertson and Allen",kellysmith@allen-butler.com,Education,Germany,business,Mid-Market,1026.72,12320.64,2026-01-11,False,,2026-01-11,2026-06-29T14:45:53.385730
CUST-00136,Jones-Fox,myerstheodore@hughes.com,Fintech,India,growth,SMB,147.26,1767.12,2025-09-19,False,,2025-09-19,2026-06-29T14:45:53.386754
CUST-00137,Allen-Sandoval,ingramjill@anderson-bell.com,Education,India,growth,SMB,175.62,2107.44,2023-10-11,False,,2023-10-11,2026-06-29T14:45:53.387697
CUST-00138,Greer Ltd,epollard@white.info,Education,Australia,business,Mid-Market,1969.77,23637.24,2026-03-23,False,,2026-03-23,2026-06-29T14:45:53.388510
CUST-00139,Harris-Moody,stewartkyle@hays-daniels.com,Manufacturing,Canada,business,Mid-Market,768.16,9217.92,2023-08-25,True,2024-06-30,2023-08-25,2026-06-29T14:45:53.389120
CUST-00140,"Lee, Kelly and Norman",joshua56@paul-kline.biz,Healthcare,Kenya,starter,SMB,97.2,1166.4,2023-08-24,False,,2023-08-24,2026-06-29T14:45:53.389629
CUST-00141,Crawford Group,sandra84@acosta.biz,Education,Singapore,enterprise,Enterprise,2819.7,33836.4,2024-12-06,True,2026-05-10,2024-12-06,2026-06-29T14:45:53.389927
CUST-00142,Gardner LLC,millerdonna@griffin-robbins.com,Education,Singapore,enterprise,Enterprise,4724.65,56695.8,2026-01-19,False,,2026-01-19,2026-06-29T14:45:53.390348
CUST-00143,Bell-Williams,christina64@whitney.biz,Fintech,South Africa,starter,SMB,86.55,1038.6,2026-06-04,False,,2026-06-04,2026-06-29T14:45:53.390986
CUST-00144,"Owen, Shelton and Cisneros",melindagregory@johnson-jones.com,Education,United Kingdom,starter,SMB,39.62,475.44,2025-01-13,False,,2025-01-13,2026-06-29T14:45:53.391593
CUST-00145,Herring-Johnson,erikarush@wallace-jones.com,Consulting,South Africa,growth,SMB,146.38,1756.56,2025-01-11,False,,2025-01-11,2026-06-29T14:45:53.392212
CUST-00146,Sanders-Banks,susanjohnson@porter.net,Legal,Germany,growth,SMB,409.28,4911.36,2025-09-28,False,,2025-09-28,2026-06-29T14:45:53.392711
CUST-00147,Hampton-Padilla,wendymitchell@gonzalez-taylor.com,Consulting,India,enterprise,Enterprise,4442.04,53304.48,2023-12-28,False,,2023-12-28,2026-06-29T14:45:53.393212
CUST-00148,Roach Group,cochrantammy@contreras-mckinney.net,E-commerce,Germany,starter,SMB,95.33,1143.96,2025-05-31,False,,2025-05-31,2026-06-29T14:45:53.393631
CUST-00149,Vance-York,laurahicks@galloway.com,Fintech,Canada,starter,SMB,39.99,479.88,2025-10-18,False,,2025-10-18,2026-06-29T14:45:53.394056
CUST-00150,Ward PLC,tanner82@henson.info,Legal,Germany,starter,SMB,57.6,691.2,2025-08-04,False,,2025-08-04,2026-06-29T14:45:53.394477
CUST-00151,Hammond-Morrow,martinezlogan@cole.net,Legal,United Kingdom,starter,SMB,45.2,542.4,2025-09-22,False,,2025-09-22,2026-06-29T14:45:53.394887
