repayment_id,loan_id,customer_id,amount_due,amount_paid,status,due_date,paid_at,created_at
REP-00000137,LON-0000018,FIN-000073,603.93,603.93,paid,2026-05-26,2026-05-28T23:49:52,2026-05-26T23:49:52
REP-00000138,LON-0000018,FIN-000073,603.93,603.93,paid,2026-06-25,2026-06-26T23:49:52,2026-06-25T23:49:52
REP-00000139,LON-0000019,FIN-000076,701.56,701.56,paid,2025-08-19,2025-08-22T17:05:25,2025-08-19T17:05:25
REP-00000140,LON-0000019,FIN-000076,701.56,701.56,paid,2025-09-18,2025-09-21T17:05:25,2025-09-18T17:05:25
REP-00000141,LON-0000019,FIN-000076,701.56,701.56,paid,2025-10-18,2025-10-20T17:05:25,2025-10-18T17:05:25
REP-00000142,LON-0000019,FIN-000076,701.56,701.56,paid,2025-11-17,2025-11-18T17:05:25,2025-11-17T17:05:25
REP-00000143,LON-0000019,FIN-000076,701.56,701.56,paid,2025-12-17,2025-12-17T17:05:25,2025-12-17T17:05:25
REP-00000144,LON-0000019,FIN-000076,701.56,701.56,paid,2026-01-16,2026-01-18T17:05:25,2026-01-16T17:05:25
REP-00000145,LON-0000019,FIN-000076,701.56,701.56,paid,2026-02-15,2026-02-18T17:05:25,2026-02-15T17:05:25
REP-00000146,LON-0000019,FIN-000076,701.56,701.56,paid,2026-03-17,2026-03-20T17:05:25,2026-03-17T17:05:25
REP-00000147,LON-0000019,FIN-000076,701.56,701.56,paid,2026-04-16,2026-04-17T17:05:25,2026-04-16T17:05:25
REP-00000148,LON-0000019,FIN-000076,701.56,701.56,paid,2026-05-16,2026-05-18T17:05:25,2026-05-16T17:05:25
REP-00000149,LON-0000019,FIN-000076,701.56,701.56,paid,2026-06-15,2026-06-17T17:05:25,2026-06-15T17:05:25
REP-00000150,LON-0000020,FIN-000079,3324.05,3324.05,paid,2026-07-11,2026-07-12T22:57:21,2026-07-11T22:57:21
REP-00000151,LON-0000021,FIN-000080,139.19,139.19,paid,2025-01-30,2025-02-01T23:44:33,2025-01-30T23:44:33
REP-00000152,LON-0000021,FIN-000080,139.19,139.19,paid,2025-03-01,2025-03-03T23:44:33,2025-03-01T23:44:33
REP-00000153,LON-0000021,FIN-000080,139.19,139.19,paid,2025-03-31,2025-04-03T23:44:33,2025-03-31T23:44:33
REP-00000154,LON-0000021,FIN-000080,139.19,139.19,paid,2025-04-30,2025-05-01T23:44:33,2025-04-30T23:44:33
REP-00000155,LON-0000021,FIN-000080,139.19,139.19,paid,2025-05-30,2025-06-01T23:44:33,2025-05-30T23:44:33
REP-00000156,LON-0000021,FIN-000080,139.19,139.19,paid,2025-06-29,2025-06-30T23:44:33,2025-06-29T23:44:33
REP-00000157,LON-0000021,FIN-000080,139.19,139.19,paid,2025-07-29,2025-07-30T23:44:33,2025-07-29T23:44:33
REP-00000158,LON-0000021,FIN-000080,139.19,139.19,paid,2025-08-28,2025-08-28T23:44:33,2025-08-28T23:44:33
REP-00000159,LON-0000021,FIN-000080,139.19,139.19,paid,2025-09-27,2025-09-30T23:44:33,2025-09-27T23:44:33
REP-00000160,LON-0000021,FIN-000080,139.19,139.19,paid,2025-10-27,2025-10-30T23:44:33,2025-10-27T23:44:33
REP-00000161,LON-0000021,FIN-000080,139.19,139.19,paid,2025-11-26,2025-11-29T23:44:33,2025-11-26T23:44:33
REP-00000162,LON-0000021,FIN-000080,139.19,139.19,paid,2025-12-26,2025-12-28T23:44:33,2025-12-26T23:44:33
REP-00000163,LON-0000021,FIN-000080,139.19,139.19,paid,2026-01-25,2026-01-28T23:44:33,2026-01-25T23:44:33
REP-00000164,LON-0000021,FIN-000080,139.19,139.19,paid,2026-02-24,2026-02-24T23:44:33,2026-02-24T23:44:33
REP-00000165,LON-0000021,FIN-000080,139.19,139.19,paid,2026-03-26,2026-03-27T23:44:33,2026-03-26T23:44:33
REP-00000166,LON-0000021,FIN-000080,139.19,139.19,paid,2026-04-25,2026-04-26T23:44:33,2026-04-25T23:44:33
REP-00000167,LON-0000021,FIN-000080,139.19,139.19,paid,2026-05-25,2026-05-26T23:44:33,2026-05-25T23:44:33
REP-00000168,LON-0000021,FIN-000080,139.19,139.19,paid,2026-06-24,2026-06-27T23:44:33,2026-06-24T23:44:33
REP-00000169,LON-0000022,FIN-000087,9947.6,9947.6,paid,2024-02-26,2024-02-26T09:58:34,2024-02-26T09:58:34
REP-00000170,LON-0000022,FIN-000087,9947.6,9947.6,paid,2024-03-27,2024-03-28T09:58:34,2024-03-27T09:58:34
REP-00000171,LON-0000022,FIN-000087,9947.6,9947.6,paid,2024-04-26,2024-04-26T09:58:34,2024-04-26T09:58:34
REP-00000172,LON-0000023,FIN-000090,35.19,35.19,paid,2024-03-03,2024-03-04T17:59:50,2024-03-03T17:59:50
REP-00000173,LON-0000023,FIN-000090,35.19,35.19,late,2024-04-02,2024-04-24T17:59:50,2024-04-02T17:59:50
REP-00000174,LON-0000023,FIN-000090,35.19,35.19,paid,2024-05-02,2024-05-05T17:59:50,2024-05-02T17:59:50
REP-00000175,LON-0000023,FIN-000090,35.19,35.19,paid,2024-06-01,2024-06-02T17:59:50,2024-06-01T17:59:50
REP-00000176,LON-0000023,FIN-000090,35.19,35.19,paid,2024-07-01,2024-07-03T17:59:50,2024-07-01T17:59:50
REP-00000177,LON-0000023,FIN-000090,35.19,35.19,paid,2024-07-31,2024-08-02T17:59:50,2024-07-31T17:59:50
REP-00000178,LON-0000023,FIN-000090,35.19,35.19,paid,2024-08-30,2024-08-30T17:59:50,2024-08-30T17:59:50
REP-00000179,LON-0000023,FIN-000090,35.19,35.19,paid,2024-09-29,2024-10-02T17:59:50,2024-09-29T17:59:50
REP-00000180,LON-0000023,FIN-000090,35.19,35.19,paid,2024-10-29,2024-10-31T17:59:50,2024-10-29T17:59:50
REP-00000181,LON-0000023,FIN-000090,35.19,35.19,paid,2024-11-28,2024-11-30T17:59:50,2024-11-28T17:59:50
REP-00000182,LON-0000023,FIN-000090,35.19,35.19,paid,2024-12-28,2024-12-28T17:59:50,2024-12-28T17:59:50
REP-00000183,LON-0000023,FIN-000090,35.19,35.19,paid,2025-01-27,2025-01-27T17:59:50,2025-01-27T17:59:50
REP-00000184,LON-0000023,FIN-000090,35.19,35.19,paid,2025-02-26,2025-02-26T17:59:50,2025-02-26T17:59:50
REP-00000185,LON-0000023,FIN-000090,35.19,35.19,paid,2025-03-28,2025-03-31T17:59:50,2025-03-28T17:59:50
REP-00000186,LON-0000023,FIN-000090,35.19,35.19,late,2025-04-27,2025-05-01T17:59:50,2025-04-27T17:59:50
REP-00000187,LON-0000023,FIN-000090,35.19,35.19,paid,2025-05-27,2025-05-27T17:59:50,2025-05-27T17:59:50
REP-00000188,LON-0000023,FIN-000090,35.19,35.19,paid,2025-06-26,2025-06-26T17:59:50,2025-06-26T17:59:50
REP-00000189,LON-0000023,FIN-000090,35.19,35.19,paid,2025-07-26,2025-07-26T17:59:50,2025-07-26T17:59:50
REP-00000190,LON-0000023,FIN-000090,35.19,35.19,paid,2025-08-25,2025-08-25T17:59:50,2025-08-25T17:59:50
REP-00000191,LON-0000023,FIN-000090,35.19,35.19,paid,2025-09-24,2025-09-27T17:59:50,2025-09-24T17:59:50
REP-00000192,LON-0000023,FIN-000090,35.19,35.19,paid,2025-10-24,2025-10-26T17:59:50,2025-10-24T17:59:50
REP-00000193,LON-0000023,FIN-000090,35.19,35.19,late,2025-11-23,2025-12-17T17:59:50,2025-11-23T17:59:50
REP-00000194,LON-0000023,FIN-000090,35.19,35.19,paid,2025-12-23,2025-12-26T17:59:50,2025-12-23T17:59:50
REP-00000195,LON-0000023,FIN-000090,35.19,35.19,paid,2026-01-22,2026-01-23T17:59:50,2026-01-22T17:59:50
REP-00000196,LON-0000023,FIN-000090,35.19,35.19,paid,2026-02-21,2026-02-22T17:59:50,2026-02-21T17:59:50
REP-00000197,LON-0000023,FIN-000090,35.19,35.19,paid,2026-03-23,2026-03-25T17:59:50,2026-03-23T17:59:50
REP-00000198,LON-0000023,FIN-000090,35.19,35.19,paid,2026-04-22,2026-04-24T17:59:50,2026-04-22T17:59:50
REP-00000199,LON-0000023,FIN-000090,35.19,35.19,paid,2026-05-22,2026-05-23T17:59:50,2026-05-22T17:59:50
REP-00000200,LON-0000023,FIN-000090,35.19,35.19,paid,2026-06-21,2026-06-22T17:59:50,2026-06-21T17:59:50
REP-00000201,LON-0000024,FIN-000097,3686.23,3686.23,paid,2026-03-23,2026-03-23T03:58:47,2026-03-23T03:58:47
REP-00000202,LON-0000024,FIN-000097,3686.23,3686.23,paid,2026-04-22,2026-04-25T03:58:47,2026-04-22T03:58:47
REP-00000203,LON-0000024,FIN-000097,3686.23,3686.23,paid,2026-05-22,2026-05-24T03:58:47,2026-05-22T03:58:47
REP-00000204,LON-0000024,FIN-000097,3686.23,3686.23,paid,2026-06-21,2026-06-23T03:58:47,2026-06-21T03:58:47
REP-00000205,LON-0000025,FIN-000098,12959.7,12959.7,late,2025-06-06,2025-06-17T10:23:48,2025-06-06T10:23:48
REP-00000206,LON-0000025,FIN-000098,12959.7,0.0,missed,2025-07-06,,2025-07-06T10:23:48
REP-00000207,LON-0000025,FIN-000098,12959.7,12959.7,late,2025-08-05,2025-08-15T10:23:48,2025-08-05T10:23:48
REP-00000208,LON-0000026,FIN-000105,1769.32,1769.32,paid,2026-07-27,2026-07-27T08:07:26,2026-07-27T08:07:26
REP-00000209,LON-0000027,FIN-000106,2091.3,2091.3,paid,2024-03-11,2024-03-11T16:42:37,2024-03-11T16:42:37
REP-00000210,LON-0000027,FIN-000106,2091.3,2091.3,paid,2024-04-10,2024-04-11T16:42:37,2024-04-10T16:42:37
REP-00000211,LON-0000027,FIN-000106,2091.3,2091.3,paid,2024-05-10,2024-05-13T16:42:37,2024-05-10T16:42:37
REP-00000212,LON-0000027,FIN-000106,2091.3,2091.3,paid,2024-06-09,2024-06-10T16:42:37,2024-06-09T16:42:37
REP-00000213,LON-0000027,FIN-000106,2091.3,2091.3,paid,2024-07-09,2024-07-12T16:42:37,2024-07-09T16:42:37
REP-00000214,LON-0000027,FIN-000106,2091.3,1659.47,partial,2024-08-08,2024-08-08T16:42:37,2024-08-08T16:42:37
REP-00000215,LON-0000028,FIN-000109,4469.69,4469.69,paid,2025-08-25,2025-08-25T22:33:33,2025-08-25T22:33:33
